Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Colombia,COL,,,,,,29.30987407,28.49646051,28.33321498,28.26220654,27.52158799,25.08737045,23.51911012,24.13060217,24.12896858,24.38210333,23.88646978,23.62860954,25.04703022,23.04046127,21.46587742,19.3599007,19.24774041,18.76512134,18.71389528,17.40892977,16.9906943,17.47692531,18.06373867,16.74929428,16.05719099,16.23529856,17.02445863,15.48079033,13.55878512,14.83153787,14.01806597,12.76881903,12.60647115,13.23578965,13.00077152,8.305719533,8.320972677,8.510005177,8.328774165,7.910983162,7.725572972,7.363674726,7.118532403,6.866255491,6.862618821,6.502007619,6.24655183,5.788720944,5.594675277,5.663714476,6.042071181,6.671482947,6.459001123
Comoros,COM,,,,,,,,,,,,,,,,,,,,,34.01164929,34.19857611,33.47825982,34.97034944,34.63209042,36.11672892,37.40714388,37.97408249,39.46857518,40.88994846,41.42110057,39.65819331,39.51006273,39.11056919,37.61683753,40.89181219,40.89130631,40.89352261,40.92945658,40.9497772,38.89620391,40.89154814,41.09164212,41.09187038,41.08844753,41.22451125,40.97222222,40.83160441,42.56361805,42.59393939,39.57402972,38.78690026,36.86808612,35.89626885,34.52633186,33.58358966,,
"Congo, Dem. Rep.",COD,,,,,,20.09565469,21.63302778,21.64212593,21.78074378,18.00107861,14.74288787,13.63959061,13.82945117,13.78370283,14.59183916,16.52865924,21.82431155,23.12229371,26.62335193,27.27586618,25.33316801,24.69652448,30.1210424,33.07928819,29.83358824,29.92493525,31.6182432,29.00109456,28.9800394,27.82072787,30.14991592,40,49.15254237,51.30014859,56.54402804,56.54398926,33.26198154,47.50000059,46.49996743,52.36616493,31.97235827,32.87090402,26.58377932,26.05383881,23.87935949,21.57938225,21.21006065,21.6022053,22.61867976,23.6746667,21.42849112,20.91707601,20.44106071,19.31666763,18.56251731,18.3703885,18.59975364,19.89298575
"Congo, Rep.",COG,23.60046332,20.49180087,19.80472225,20.95408198,21.10970788,19.13580059,19.18819188,19.8630171,19.61414791,17.70683176,17.89473684,17.13640909,16.42512077,15.72847682,15.11710433,14.47688564,13.47753744,15.42553191,16.03630862,14.31372549,11.68146781,7.882591841,7.85915493,7.582582583,6.91704747,7.447436135,12.08970312,11.93728588,13.8670698,12.9345403,12.86089239,11.31780929,11.52756311,11.24851993,10.31393786,10.4525658,8.986689236,9.139190086,10.95556908,8.355757952,5.304252999,5.799931651,6.261580123,6.275223939,5.509406303,4.544180397,3.960322565,4.327298473,3.676959489,4.505890479,3.830407012,3.383113301,3.925774106,4.362166032,4.834284371,7.243495885,8.729036765,7.242851637
Costa Rica,CRI,26.03390484,25.7467627,25.82690004,24.46389466,24.56903724,23.52042645,23.1811409,23.20075912,23.27813259,23.14996511,22.519734,20.42454899,20.09420872,20.22750511,19.41932716,20.33847887,20.37619223,21.8854801,20.41372629,18.50140494,17.80463914,23.01905144,24.49471891,12.2756716,11.75566458,10.5602525,11.73813927,12.05299691,11.7416197,11.22033023,11.09030379,11.98999978,11.94961075,11.88474688,12.38393033,12.83029097,12.16513871,12.56537941,12.68091851,11.1560577,9.288488817,8.412610565,8.465549727,8.879019987,8.891412665,8.66216645,8.471904394,7.956961705,7.019993743,7.091922108,6.5871781,5.838476033,5.40932984,5.043542201,5.124801704,4.956676892,5.191769207,5.203186393
Cote d'Ivoire,CIV,47.90792295,46.40683488,45.90405268,44.16710415,39.80135978,39.6184607,37.44038089,34.75976223,35.56115871,33.56880415,31.86676514,30.88032896,29.80047164,31.04990114,25.46684645,28.24445816,24.4793521,24.2658516,25.88063721,26.40238586,25.88027326,26.53399835,24.12531339,21.88195713,24.13447098,26.53757892,28.4615445,29.18235257,32.03932189,32.71644011,32.49842767,33.29394293,34.00968692,28.21520627,25.26363051,24.7276058,24.60262093,23.31943262,24.17700335,23.2029349,24.98911571,25.92645228,27.27005039,28.78085502,23.58975972,22.59324627,22.62521288,21.99480637,22.67704581,21.20021808,24.52942756,26.69084941,22.53255719,20.97862591,21.05143674,22.73562326,20.9363479,20.46222459
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.987277377,5.87738486,5.500879526,5.704280246,5.811723372,5.332974066,5.342269015,5.256923017,4.331383585,4.678977869,4.234411953,4.349751335,4.111060004,4.23117385,4.357970124,4.160129445,4.013419985,3.793075229,3.705289401,3.500872863,3.523578907,3.426156864,3.293120944
Cuba,CUB,,,,,,,,,,,12.12135728,12.1190412,12.11891375,12.12324247,12.13259545,12.11299192,12.10746511,12.11827635,12.14488293,12.17936285,12.01497227,12.07983093,12.17233028,12.27791869,12.35176141,11.19302154,12.40412282,12.63482772,12.80586019,12.72097417,13.04054905,12.7759468,12.42661938,9.571153019,7.899807702,6.883297723,7.133463643,7.186728797,6.11742204,6.12417967,6.601255014,6.379567205,5.945728703,5.745211859,5.47443918,4.36365212,3.405014523,3.908101679,3.817038695,3.930412371,3.614289268,3.604870271,3.850097756,3.924923524,3.93770589,3.835754159,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,15.7198437,15.90295915,13.21200322,10.91807019,10.241347,9.588316752,9.25799218,9.269194977,7.900060927,8.942722755,7.488869054,7.327126823,7.431750415,7.174707202,6.929860066,6.859176782,6.191348558,5.723677562,5.612727121,5.067521817,4.776135122,4.577946768,3.920753013,4.334334881,3.898532461,3.64755426,3.86110369,3.787966565,3.353170595,3.083678316,2.738842492,2.276220809,2.023762151,2.093549405,1.988914772,2.104199591,2.18690291,1.978480941,2.011521182,1.824388415,1.84872055,1.809639335,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17842693,4.195483126,3.962502372,3.620881,3.31623888,3.396914539,3.121587109,3.115248301,3.006024587,2.562980023,2.362703718,2.305021741,2.212052873,2.072849051,1.963794332,1.935008351,1.642297277,1.519509073,2.147676297,2.349706102,2.403634049,2.473927213,2.227911979,2.206216323,2.192004873
Denmark,DNK,,,,,,,,,,,4.604656974,4.557769374,4.786031502,5.276350824,5.156481143,4.41407896,4.297096797,4.66364412,4.708946548,3.973289897,4.074408533,4.329597532,4.6525118,4.031215459,4.653430894,4.21941246,3.877246034,3.451505624,3.161945069,3.501254664,3.287332112,3.029697345,2.791831977,2.692182589,2.600962865,2.851855747,2.792677367,2.637137704,2.144625409,1.941006233,2.151838253,2.339510881,1.781147028,1.610787116,1.622508883,1.14566099,1.165218218,1.174400248,0.857799464,0.83361254,1.201926528,1.312123211,1.654721209,1.302135021,1.382469406,0.802867928,0.800789172,1.145683525
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.842562428,1.868208361,1.776889864,1.942531155,2.190564449
Dominica,DMA,,,,,,,,,,,,,,,,,,31.12892057,32.67563709,28.02810786,26.43669988,25.8843263,24.37967667,23.16069462,22.19666598,22.27708919,24.26178652,23.74786569,22.46004148,18.69893144,19.79014987,19.09934808,18.09199131,17.34620128,17.67510365,14.90831774,16.0363396,15.4649841,15.05296493,15.03902504,11.82047703,11.19966413,10.69579223,10.82431193,10.97154246,11.2985503,10.49785323,10.447087,11.56521095,12.55133382,11.46634937,12.50110688,12.01902888,13.88178359,13.36612613,14.20335208,16.07535801,15.68419821
Dominican Republic,DOM,,,,,,23.24062606,21.91279602,20.33243139,20.32249096,21.30028444,23.23952987,22.23955833,20.58068736,22.22885752,22.15272081,21.47084096,19.04894516,20.06714394,18.56358914,18.67316471,20.14779038,18.57713,17.71722811,17.22338069,18.53752183,13.10040832,17.36714615,11.86862849,15.74709654,13.8277772,13.42282543,12.50573116,12.01283711,10.78149619,9.994485201,9.81477761,9.193402464,9.144299035,8.991809962,7.821030714,6.718342047,6.997518613,6.805119218,6.693849844,7.020472993,7.211935284,6.85871932,6.511573911,6.335822168,6.137352516,6.057457826,5.636860249,5.401093851,5.304865946,5.236957034,5.602784823,5.784516602,5.667499848
Early-demographic dividend,EAR,,,,,,28.07975448,27.75507602,28.16821947,24.48157412,24.07235068,23.4754875,22.73999679,22.30217184,22.89326159,22.06487229,20.92923086,19.78155222,20.13773606,19.5084311,18.26500548,17.93451217,17.79369764,17.27672044,17.6952846,17.68968476,17.40845202,17.54501494,17.28005339,17.32904303,16.97221105,16.492342,15.90196368,15.4966537,15.11615031,14.96352033,14.17957576,14.22569507,13.57493917,13.58187663,12.88424433,12.21610911,11.99971005,11.80683313,11.58375694,10.78247507,10.36317321,10.05674765,10.0427074,9.9054982,10.19637532,10.17269342,9.87918503,9.630738771,9.683457269,9.627282679,9.690986714,9.667529518,9.707213468
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.30682343,10.20626648,10.05021927,9.34255307,9.125499179,8.719179225,7.985929238,7.669359283,7.429516819,6.922757216,7.069558867,6.413780244,6.008951234,5.880199806,5.919185573,5.768027846,5.621254499,5.609098061,5.556948946,5.468894575,5.311184041,5.189707788,5.070609753,
East Asia & Pacific (excluding high income),EAP,24.67554886,35.80297654,38.43204411,38.88741453,37.0696343,36.64947293,36.41178196,38.53120129,40.17934663,36.6527233,34.09643586,32.85812148,31.81691961,32.43526501,32.98715226,31.60146136,31.86417795,28.75777806,27.5185184,30.05313767,28.92266007,30.24569628,31.33050876,30.52914295,29.63605799,26.88983515,25.8451392,25.54855504,24.83069844,24.1132946,25.23062798,23.02979347,20.81832056,18.85259306,18.94052241,19.01026347,18.68544895,17.40954117,16.95706315,16.09384478,14.82473897,14.23862836,13.74386497,12.89621438,13.24313342,12.00884365,11.18900006,11.01988351,11.12164132,10.75233323,10.44206839,10.41846701,10.28768798,10.11160354,9.847992751,9.556404508,9.284908292,8.744640512
East Asia & Pacific (IDA & IBRD countries),TEA,24.67554886,35.80297654,38.43204411,38.88741453,37.0696343,36.64947293,36.41178196,38.53120129,40.17934663,36.6527233,34.09643586,32.85812148,31.81691961,32.43526501,32.98715226,31.60146136,31.86417795,28.75777806,27.5185184,30.05313767,28.92266007,30.24569628,31.33050876,30.52914295,29.63605799,26.88983515,25.8451392,25.54855504,24.83069844,24.1132946,25.23062798,23.02979347,20.81832056,18.85259306,18.94052241,19.01026347,18.68544895,17.40954117,16.95706315,16.09384478,14.82447038,14.23836899,13.74361688,12.89598867,13.24289936,12.00864083,11.18882788,11.01970297,11.121465,10.75216653,10.44190607,10.41830407,10.28752295,10.11144388,9.847830229,9.556236832,9.284750086,8.744501794
Ecuador,ECU,29.1477112,29.67213184,30.79324528,29.76930449,27.81348372,31.31307882,28.03374593,28.40553806,29.28189425,26.25217999,26.02927792,25.25878165,25.83565188,25.37549905,24.09384278,22.35518223,20.11773009,18.70307224,18.20012391,16.02256886,16.11089455,15.76643949,15.92606537,16.90084513,18.61334038,18.87894981,20.81149147,21.34757163,22.01080362,22.40069086,20.52100539,20.86307683,18.922117,23.40315896,22.14594596,21.91216882,20.7500581,20.10877373,17.47594546,17.57135182,15.40454427,12.65726659,11.23092289,10.84329972,9.691921337,9.481169299,9.408136106,9.355655707,8.965682892,9.913941346,9.733118078,9.601116667,8.642412749,8.769342903,9.126508259,9.454851422,9.544878691,9.494469249
"Egypt, Arab Rep.",EGY,,,,,,25.43908271,24.6745907,24.90388046,25.48284698,25.76308268,25.27465341,25.12727161,27.51998584,27.91162094,29.49988613,28.13338498,25.92537497,24.42473634,23.33843828,19.9134185,17.42559211,19.20323439,18.92112924,18.88291115,19.2744878,19.27441765,19.63447607,19.60765216,18.01223751,18.74566082,18.44749794,17.17839292,15.58590942,15.73904639,15.71428571,15.71078431,16.11508282,15.75103422,15.88448156,15.90864759,15.53807704,15.35126847,15.40485616,15.28670659,14.26993612,13.9818013,13.23720253,13.42012621,12.63024009,12.99794665,13.34075916,13.8691051,11.27276527,11.2743496,11.33770892,11.39408323,11.76931597,11.4852853
El Salvador,SLV,,,,,,41.37538167,38.68663396,38.50440484,37.3989921,36.24928531,40.44063129,39.1967086,38.05906372,39.82750014,37.28960069,35.33320939,39.33375971,43.0059442,37.03627924,38.90242459,37.95789371,34.38962328,32.59351473,31.18053491,28.94212536,26.91180798,27.42891518,20.75359512,20.97519499,18.31002696,16.01367717,15.79239198,12.96503235,12.72881039,12.46178209,11.52887916,10.8503279,10.91455684,9.468184644,7.933731572,7.172784777,6.686492598,5.822984198,5.488397134,5.727925913,6.171638411,6.046189803,6.993103808,7.090131587,6.66857634,6.98173416,7.330168385,6.514348326,5.616769469,5.867982902,5.813706866,5.946947435,5.796523759
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518255278,1.372884044,0.89269612,1.058199791,1.061371286,1.053502388,1.055657046,1.19199068,1.294248772,1.888390976,2.37337941,2.28745464
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3517172,19.43513447,21.91316561,18.81166707,16.22737377,15.11534275,23.36708701,22.72233597,12.59042177,15.1638444,13.60181006,11.82992122,10.6422743,22.60000021,24.5999999,24.26598059,16.77630738,14.12422744,,,,,,,,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.059539893,4.738721609,4.515445011,5.320968914,3.946247186,4.323051086,4.229219637,3.766387716,3.603530508,3.447412697,3.100396335,2.719242036,3.032533865,2.444285196,2.121716961,2.793151738,3.403386508,3.193581486,2.989626547,3.047993697,2.714448941,2.20465847,2.458947234
Eswatini,SWZ,31.53075845,30.26073036,34.75005868,38.79587936,36.84177642,33.06772908,35.70127505,27.52808989,23.15789474,29.08366534,30.08739076,33.50409836,35.90425532,29.87012987,27.72828508,24.85928705,25.73839662,26.096823,31.39770425,28.53848371,19.51716377,19.28528648,16.41254069,13.93243898,17.77930089,16.9470405,18.97106109,14.17640629,13.8117333,13.04847286,8.871486638,9.83193216,7.719655179,8.870007934,11.42108289,10.07948034,11.98418778,10.8705419,11.0243645,11.11877168,12.31597575,12.09922052,12.50254377,12.38526361,9.659472724,10.9717566,11.18421584,10.75417526,9.999453904,9.250385772,10.15621273,9.71988392,10.37835826,10.34281041,9.455607885,9.590903689,9.45804814,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,54.73913635,53.25650967,54.37709178,47.89825837,52.57844809,50.98636635,49.12476973,48.59305386,48.39091425,49.49124803,58.66606232,63.83133629,59.94529819,52.69945117,51.92470392,51.16536843,54.02898929,49.06190786,45.48546315,44.66601795,42.34057112,38.69237169,37.28505541,38.67975495,41.17449856,42.52417012,42.26501219,45.18455837,45.88269426,41.44682007,41.24996386,44.33094275,41.23950553,38.52044969,36.05697539,34.84491016,34.12213565
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.376299964,2.257791286,2.086873792,2.121082718,2.56242584,2.554822551,2.467272424,2.359048344,2.220823332,2.153962278,2.132867148,1.989864749,1.903533889,1.860527694,1.641391246,1.529640392,1.557082987,1.496382871,1.366190515,1.471185804,1.513461609,1.531390228,1.59834915,1.531840563,1.519566919,1.451081797,1.526294895
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.407844907,3.860777728,3.758358887,3.6629415,3.784722721,3.699392361,3.480863757,3.187689826,3.086376505,2.928394186,2.88572473,2.743245674,2.628007618,2.561071142,2.249126338,2.08099953,2.041677794,1.986573571,1.928630549,1.988857455,2.013627855,1.964303261,1.988574737,1.967117077,1.986400129,1.917246432,1.919348796
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7089476,17.82117746,16.28025907,12.95797497,12.98116861,12.18919977,12.066968,11.8432755,10.95892725,9.530711598,9.719016398,8.995773823,8.838517913,8.69296442,8.334628589,7.873480593,7.022622438,6.323772975,5.854899934,5.787150015,6.084905099,5.855641106,5.780224335,5.381165601,5.197612668,5.367896391,5.76741831,5.538506379,5.349464518
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7089476,17.82117746,16.28025907,12.95797497,12.98116861,12.18919977,11.04662179,10.79903018,9.954492889,8.667764823,8.741336777,8.107093856,7.992452835,7.794707601,7.460713352,7.173895116,6.397527216,5.779620488,5.427160671,5.306537849,5.552691241,5.367211976,5.338154156,4.974502187,4.847451124,4.951053192,5.230998859,5.058195645,4.797273805
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458892374,2.346973669,2.260578436,2.285645926,2.706367568,2.643516941,2.550260071,2.375763523,2.212810769,2.121755347,2.127519141,1.961524459,1.887786739,1.886580754,1.608617331,1.509909048,1.517461876,1.474503884,1.348088648,1.446208827,1.504087064,1.499200263,1.560618922,1.496444557,1.447949387,1.390251731,1.426878164
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,37.84046693,33.00359712,30.30821918,29.0726817,26.52905199,26.40603567,24.35655995,25.13034411,21.56677678,22.04362801,22.37658221,23.33333333,23.47083509,23.57659515,21.40585733,20.09399032,19.71368223,20.28057128,17.96061352,18.57971796,16.62659634,13.90065083,16.38412457,18.95847301,20.89578215,17.63164525,19.64294163,17.95793434,18.25670421,17.58285627,17.01900456,17.92298309,17.1749612,17.30254351,14.78945453,14.3390953,16.35688704,14.93529897,12.95294028,13.2429248,12.43069492,12.26192516,11.96895703,12.26723952,11.78960718,10.69749506,10.0884444,9.381897376,9.217167443,9.675899672,10.11352173,9.836945167,9.423066667,11.13452938,
Finland,FIN,,,,,,,,,,,,,,,,9.79188982,9.297918306,8.654791979,8.247302934,8.125616861,8.574312689,7.657373865,7.765403563,7.560159029,7.237653744,6.873123445,6.552438636,5.278150876,5.193214686,5.218261588,5.393912757,4.821646236,4.274501485,4.370947427,4.185395734,3.79682617,3.449931413,3.425201828,2.901596584,2.886001749,2.95755939,2.767988812,2.67585593,2.538777718,2.383942149,2.282418926,2.004472407,2.353363632,2.167145903,2.225057864,2.388027793,2.361468794,2.358941504,2.56813778,2.401277047,2.225625465,2.313079023,2.31565573
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61812921,25.72292309,24.44853102,21.92118897,23.19681372,21.05929792,22.77752417,23.67786559,21.54257617,20.40319613,18.08503525,17.79757186,17.03386116,16.44029044,15.34242283,17.56362574,17.17966906,16.50796403,17.0977074,16.78315372,16.33613293,16.25371636,16.47963357,
France,FRA,10.51858611,9.008349043,9.791502143,8.791732727,7.950280902,7.778529066,7.594799272,7.571496163,7.35397847,6.767262377,6.627790418,6.066679982,6.776281736,6.775119084,5.412027683,4.813122149,4.559227033,4.31574247,4.170503277,4.133497401,3.60736658,3.5316725,4.0526358,3.595475564,3.358980524,3.337649088,3.234609549,3.088145442,2.849391763,3.124996866,3.136835031,2.614350946,2.592788751,2.295732756,2.400694316,2.444772231,2.404281518,2.344255815,2.362459834,2.236261411,2.098357551,2.107008191,2.010858852,1.850164289,1.822690944,1.680101704,1.518490643,1.612992953,1.515223,1.323161997,1.604028289,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.450393257,1.509618385
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.193186346,1.3198918,1.233007171,2.222444634,3.349083089,2.65372123,3.929324826,3.872644898,4.057685339,4.494117604,4.705882321,,,,,,,,,,,,,,,,,
Gabon,GAB,32.18653896,35.211844,35.88546586,44.08357341,30.18042888,26.30630631,25.16556708,24.10181138,18.38133926,18.6215506,18.54749306,13.7963844,13.0875576,11.60769708,8.205542104,6.401386246,5.006257822,5.462184874,6.509643917,7.446478436,6.757355674,6.117198666,6.1233081,6.500037143,6.104613803,6.751082972,9.244930856,10.9925986,10.07617545,8.685885436,7.324447735,7.623666432,8.25138827,8.48423088,9.086015128,8.031674208,7.09283164,7.217522756,7.020793951,7.293625914,6.213624522,6.143932582,5.743861639,6.004020935,5.467291043,4.984638611,4.911200315,4.957830803,4.229842032,5.044766599,3.913379737,3.431760977,3.353675925,3.328922387,3.621374453,4.31116599,4.971963516,5.551052057
"Gambia, The",GMB,,,,,,,32.23559215,32.26371062,32.24489796,32.19978746,30.24323084,30.34934498,32.26351351,32.2265625,32.2147651,32.05282113,32.63915393,30.99635844,27.94363839,26.69293006,27.0185652,30.62806482,35.44931476,32.28870165,28.00503461,26.37806474,28.81144991,30.56124423,27.40434333,25.91604085,24.34255391,18.15887114,17.32568859,17.2064317,19.23072745,21.3587382,17.94588617,20.58034174,19.20353899,24.01224521,24.53228447,25.42563238,24.12493214,26.74829049,26.84870261,27.06588417,21.81601197,20.46143677,25.19887557,26.21874651,28.95268547,18.88546609,20.34344627,18.86433795,17.38033962,17.30367046,16.98617817,16.94051471
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,23.00884956,23.57723577,21.53846154,21.96969697,24.11347518,24.11347518,24.81751825,22.53521127,22.44897959,21.52777778,30,26.5625,52.3458445,58.03170111,64.4758506,51.52005167,33.15164677,27.5075162,26.24347367,24.72227166,20.60208468,20.9615223,19.2410233,19.30122476,16.39492064,14.76966281,11.19910315,9.195883496,8.131430721,8.101488258,7.278747003,7.619655443,7.388350801,8.175897646,7.986501753,7.896645965,7.727417293,7.022794061
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.063045955,0.965186513,0.916244889,0.927831109,0.946610634,0.992514224,0.982974851,0.931558841,0.912885979,0.953186423,1.039337569,0.855885828,0.783034846,0.908033929,0.686612832,0.705776664,0.74274937,0.804726475,0.660412636,0.647271769,0.73866495,0.702906905,0.87890625,0.689725726,0.555221527,0.553171864,0.634317496
Ghana,GHA,40.85155351,35.37634409,37.89260385,35.90909091,35.35598706,43.51978172,43.28063241,40.22606383,41.76470588,45.92703648,46.52501107,44.16,46.64298401,48.986004,51.13733906,47.66231308,50.56696292,56.20352952,60.71190317,59.96740132,57.92028377,53.08429488,57.34115279,59.73059912,49.24286945,44.89255148,47.77538996,50.60053619,49.61301223,48.96748127,44.84761747,45.51047588,44.77905722,36.93086439,37.79058598,38.7785905,38.95508303,35.78159763,36.01410731,35.77634379,35.27152196,35.24180012,35.14837706,36.5454059,37.95242609,37.45301293,28.94894567,27.29411448,29.40809676,30.99338421,28.03873796,23.66370497,22.13115469,21.65795744,20.53776496,19.08154583,17.66640377,17.0201142
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375806343,6.584926374,6.241635975,5.965048726,5.783494771,5.435248174,5.202702048,4.987113412,4.999783586,4.275407422,4.284223327,3.201238455,3.037347546,2.807249826,2.804954284,2.88403082,2.950715445,3.237727235,3.207292913,3.397811946,3.747923793,3.457229018,3.530861106
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87762813,16.42477617,16.94566893,16.24608445,14.33132201,14.72839012,11.58610316,13.39820997,14.58080363,16.1929018,14.94717464,17.36193083,16.92823062,18.65574544,
Grenada,GRD,,,,,,,,,,,,,,,,,,17.71682974,16.04287157,17.33925041,16.4786769,17.13228263,14.27337211,13.43497731,12.99707665,11.06596907,11.08748672,12.29947058,11.68847632,10.26973975,8.884799392,8.918703281,7.784764206,7.432770798,7.116571518,7.176464374,6.000852562,5.586352289,5.225801591,5.372240727,5.164801465,5.365900766,6.290519557,5.869748871,5.014335256,2.964868492,3.890554944,3.557082328,3.767323518,4.626409199,4.513174994,4.447833982,4.832211856,4.835402519,6.10173913,7.428340961,6.238367503,5.771603593
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,28.73376361,28.51248292,27.41318197,27.92737038,27.29523885,27.31633929,27.69970274,28.28805025,27.89250631,27.89790694,28.04862723,27.29467495,26.30516098,25.84356321,25.38150623,24.84471931,24.98561168,25.12429592,25.34190606,25.62627111,25.8514989,25.61050306,25.97876971,25.8486267,25.63480004,25.87915982,25.73998176,25.28504804,24.86610042,24.4872664,24.15072354,24.05609994,23.72674188,23.43989883,23.04635982,22.82114793,13.94663998,13.94371546,13.25952156,12.86188702,12.39202069,11.2646784,11.45160098,11.1504676,11.6577804,11.05423694,11.07484394,10.55373008,10.63302269,10.70032252,10.48103647,10.00943015,10.05815003
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78706036,26.20016421,23.27276026,23.57007188,24.68894706,18.26091127,16.55593554,17.39453488,20.1684387,18.51874687,17.39940732,20.11736419,21.16409858,21.49546542,20.98183124,21.74068348,21.63161471,20.7799679,23.31419591,22.28106496,15.58456342,16.81970923,15.98000719,16.36061888,17.48494873,16.06974963,16.83167319,17.54527212,17.52375585,18.4782419,17.82753308,16.2022967
Guinea-Bissau,GNB,,,,,,,,,,,47.45551783,44.8506531,45.78122419,42.88252786,41.37979266,47.77200237,48.08970414,46.1544005,51.61292975,51.58866284,42.19533459,49.27083099,46.75967662,42.44116188,41.31734359,46.48738223,45.2492157,53.5091086,53.98621966,48.65899049,56.9360486,51.27630026,47.83461913,52.8446109,52.260198,51.7975866,54.24518424,53.64573033,61.41625616,55.04083027,41.72867143,37.507955,41.8319889,42.34587922,41.99168143,44.35828842,42.26040256,43.17569289,46.66771695,43.99991803,45.0880468,45.02245856,46.89249801,44.13561102,41.13234658,46.78812528,46.34835901,49.15446499
Guyana,GUY,23.57779301,23.85436284,23.45900658,24.46067043,21.95268044,21.57241379,19.08436214,18.8337644,17.36670294,17.93020457,16.82225541,18.02871831,17.38695144,16.48573201,27.66314025,28.74947368,20.77281929,18.74277585,20.24138203,19.87029636,20.68965517,18.78522347,20.19363762,19.82288828,20.86590374,22.51282051,22.5806462,25.87050285,22.61962355,35.06292653,33.58442644,34.27637779,35.72885814,31.09717802,31.22468168,34.53115877,32.30343507,29.82151774,28.98927838,29.43840098,25.8453064,26.07262168,26.35101563,26.93821069,26.21937361,28.88586973,21.50192794,18.57356645,20.0166026,17.93452535,16.38828282,16.39508024,16.45325454,16.53607542,16.51570533,17.14921572,13.25891642,12.68191268
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04187255,34.2204798,30.95198774,34.07506555,23.69688461,19.66714322,21.04299189,21.37863184,22.77830003,19.84668149,19.75638716,19.72896712,18.44858598,7.906926852,18.12703621,20.37384959,22.74695507,22.21494238,22.31815731,25.68560209,20.63012917,17.73401136,18.21183893,17.6138492,17.08219019,17.52794026,17.58762261
Heavily indebted poor countries (HIPC),HPC,,,,,,,34.9879438,34.73254991,34.00560226,33.76205747,33.56101511,33.34218126,33.59387844,33.99223402,33.79968101,33.72501576,33.75733003,35.18648405,35.0161205,34.358878,32.98071274,34.12316546,33.89943212,33.74217203,31.33455072,32.63432085,33.04453855,32.94864456,34.40921023,34.22143182,34.18132083,35.70675229,36.24034539,35.34948545,32.81845527,33.39376173,32.94921081,33.7311046,32.37259588,31.46875585,29.27011233,29.23693953,28.67646421,27.95914243,26.11615468,26.88172035,25.75098823,24.72848316,25.36588168,25.7001713,24.9983054,24.49198159,25.80476095,25.0149178,24.25196322,23.96973094,23.7498589,23.792503
